Date,Price,,,,,
3/30/21,39.39,,,,,
3/29/21,38.44,,,,,
3/26/21,39.76,,,,,
3/25/21,39.3,,,,,
3/24/21,38.12,,,,,
3/23/21,38.24,,,,,
3/22/21,38.97,,,,,
3/19/21,39.63,,,,,
3/18/21,40.81,,,,,
3/17/21,39.84,,,,,
3/16/21,39.35,,,,,
3/15/21,39.7,,,,,
3/12/21,39.97,,,,,
3/11/21,38.88,,,,,
3/10/21,39.58,,,,,
3/9/21,38.13,,,,,
3/8/21,38.67,,,,,
3/5/21,37.43,,,,,
3/4/21,37.16,,,,,
3/3/21,37.69,,,,,
3/2/21,37.14,,,,,
3/1/21,37.09,,,,,
2/26/21,36.17,,,,,
2/25/21,37.56,,,,,
2/24/21,38.29,,,,,
2/23/21,37.14,,,,,
2/22/21,37.26,,,,,
2/19/21,37.83,,,,,
2/18/21,36.96,,,,,
2/17/21,36.59,,,,,
2/16/21,34.79,,,,,
2/12/21,33.53,,,,,
2/11/21,32.72,,,,,
2/10/21,33.2,,,,,
2/9/21,33.26,,,,,
2/8/21,33.4,,,,,
2/5/21,32.56,,,,,
2/4/21,32.66,,,,,
2/3/21,31.7,,,,,
2/2/21,30.75,,,,,
2/1/21,29.99,,,,,
1/29/21,29.88,,,,,
1/28/21,30.81,,,,,
1/27/21,30.17,,,,,
1/26/21,31.38,,,,,
1/25/21,32.24,,,,,
1/22/21,31.9,,,,,
1/21/21,32,,,,,
1/20/21,32.46,,,,,
1/19/21,32.63,,,,,
1/15/21,32.04,,,,,
1/14/21,34.75,,,,,
1/13/21,33.8,,,,,
1/12/21,33.94,,,,,
1/11/21,33.24,,,,,
1/8/21,33.19,,,,,
1/7/21,33.43,,,,,
1/6/21,32.69,,,,,
1/5/21,30.53,,,,,
1/4/21,29.7,,,,,
12/31/20,30.18,,,,,
12/30/20,29.75,,,,,
12/29/20,29.78,,,,,
12/28/20,29.93,,,,,
12/24/20,29.84,,,,,
12/23/20,30.35,,,,,
12/22/20,28.96,,,,,
12/21/20,29.55,,,,,
12/18/20,29.01,,,,,
12/17/20,29.47,,,,,
12/16/20,29.65,,,,,
12/15/20,29.73,,,,,
12/14/20,28.64,,,,,
12/11/20,29.08,,,,,
12/10/20,29.49,,,,,
12/9/20,29.05,,,,,
12/8/20,28.94,,,,,
12/7/20,29.34,,,,,
12/4/20,29.55,,,,,
12/3/20,29.16,,,,,
12/2/20,28.87,,,,,
12/1/20,28.06,,,,,
11/30/20,27.35,,,,,
11/27/20,28.46,,,,,
11/25/20,28.59,,,,,
11/24/20,28.61,,,,,
11/23/20,26.3,,,,,
11/20/20,25.48,,,,,
11/19/20,26.16,,,,,
11/18/20,25.06,,,,,
11/17/20,25.04,,,,,
11/16/20,24.9,,,,,
11/13/20,24.07,,,,,
11/12/20,23.81,,,,,
11/11/20,24.19,,,,,
11/10/20,24.19,,,,,
11/9/20,24.22,,,,,
11/6/20,21.91,,,,,
11/5/20,22.33,,,,,
11/4/20,21.88,,,,,
11/3/20,22.09,,,,,
11/2/20,21.9,,,,,
10/30/20,21.45,,,,,
10/29/20,21.14,,,,,
10/28/20,21.18,,,,,
10/27/20,21.82,,,,,
10/26/20,22.7,,,,,
10/23/20,23.28,,,,,
10/22/20,23.25,,,,,
10/21/20,22.7,,,,,
10/20/20,22.81,,,,,
10/19/20,22.54,,,,,
10/16/20,22.86,,,,,
10/15/20,22.95,,,,,
10/14/20,23.25,,,,,
10/13/20,24.74,,,,,
10/12/20,25.68,,,,,
10/9/20,25.3,,,,,
10/8/20,25.3,,,,,
10/7/20,24.81,,,,,
10/6/20,24.18,,,,,
10/5/20,24.45,,,,,
10/2/20,23.99,,,,,
10/1/20,23.56,,,,,
9/30/20,23.51,,,,,
9/29/20,23.26,,,,,
9/28/20,23.82,,,,,
9/25/20,23.64,,,,,
9/24/20,23.32,,,,,
9/23/20,22.83,,,,,
9/22/20,23.65,,,,,
9/21/20,24.04,,,,,
9/18/20,25.13,,,,,
9/17/20,25.11,,,,,
9/16/20,25.71,,,,,
9/15/20,24.88,,,,,
9/14/20,24.81,,,,,
9/11/20,24.27,,,,,
9/10/20,23.95,,,,,
9/9/20,23.84,,,,,
9/8/20,23.97,,,,,
9/4/20,24.79,,,,,
9/3/20,24.52,,,,,
9/2/20,24.57,,,,,
9/1/20,24.05,,,,,
8/31/20,24.15,,,,,
8/28/20,24.69,,,,,
8/27/20,24.59,,,,,
8/26/20,24.04,,,,,
8/25/20,24.61,,,,,
8/24/20,24.49,,,,,
8/21/20,23.64,,,,,
8/20/20,23.75,,,,,
8/19/20,24.07,,,,,
8/18/20,24.04,,,,,
8/17/20,24.47,,,,,
8/14/20,25.3,,,,,
8/13/20,25.02,,,,,
8/12/20,25.19,,,,,
8/11/20,25.32,,,,,
8/10/20,24.7,,,,,
8/7/20,25.07,,,,,
8/6/20,24.24,,,,,
8/5/20,24.4,,,,,
8/4/20,24.22,,,,,
8/3/20,24.29,,,,,
7/31/20,24.26,,,,,
7/30/20,24.65,,,,,
7/29/20,25.78,,,,,
7/28/20,25.53,,,,,
7/27/20,25.49,,,,,
7/24/20,26.26,,,,,
7/23/20,26.35,,,,,
7/22/20,26.26,,,,,
7/21/20,26.2,,,,,
7/20/20,24.57,,,,,
7/17/20,24.95,,,,,
7/16/20,25.46,,,,,
7/15/20,25.35,,,,,
7/14/20,24.25,,,,,
7/13/20,25.41,,,,,
7/10/20,25.47,,,,,
7/9/20,24.04,,,,,
7/8/20,24.55,,,,,
7/7/20,24.46,,,,,
7/6/20,25.49,,,,,
7/2/20,25.34,,,,,
7/1/20,25.09,,,,,
6/30/20,25.6,,,,,
6/29/20,25.7,,,,,
